Index,Sentence
547,Then we went for a little drink and had a good time talking .
548,She said she wanted to begin studying an English radio program .
549,So we will study the same program and compare what we learnt every week .
550,It started raining just as I got home by bicycle .
551,"Yesterday , I bought a great deal of ripened tomatoes ."
552,"I should or , actually , I have to study hard this week - end , but you know , there 's always some stuff that catches my attention more than studying ."
553,What is Happiness ? Part 2
554,"While I was listening to her story , I was looking at my dinner that had already became cold ."
555,Both of us were n't eating .
556,She sometimes expressed her tears and sighed .
557,"Actually , I listened to her since I could n't encourage her ."
558,"However , I listened to her story silently ."
559,All I could do was to grip her hands .
560,"To tell you to the truth , I really wanted to hug her , but I could n't because I did n't want to surprise her ."
561,Hugging is n't a part of Japanese culture .
562,That 's life . : (
563,It is cheaper to play now compared with before .
564,"Though the origins of golf are unclear , it seems that shepherds knocking stones into rabbit holes is an established theory ."
565,"If it had been kept that way , it would cost nothing , right ?"
566,"Anyway , I really want to see Tiger play golf ."
567,It is raining hard today .
568,"In Japan , there are a lot of typhoons in September ."
569,I am worried about getting back home .
570,The train will probably have to stop .
571,My interpreter 's class was so tough for me last lesson .
572,The theme was about social participation in Japan .
573,One of my classmates made a presentation about how Japan is struggling and facing tough economic times as well as political issues .
574,"For the past twenty years , specially middle - aged men in particular have had many abilities and privileges ."
575,They could control all of Japan .
576,However they do n't have enough abilities and publicity now .
577,"So , we need to get a second wind ."
578,"In the future more people who are women , non - residence and youth should participate in any social movements ."
579,It should be better than now .
580,That theme felt abstract for me .
581,I thought she should have focused more on the concrete details .
582,"We are , naturally , always looking for the best method , the fastest way , the easiest path to mastering English , Japanese , Spanish , whateverish . . ."
583,"On the other hand , good methods [ Assimil ? ] when used wrong can produce poor results ."
584,"In the end , what you should know , what you should [ at least you should . . . ] notice by yourself is that there is n't A SINGLE METHOD for language learning ."
585,"Each student has to find his own method , his own way of learning ."
586,"Of course , this is n't an easy thing to do ."
587,"I know some things work and some do n't , but to find out exactly how to do it is n't that easy ."
588,"All methods have good and bad points , so what you have to do is notice the good points and use them in your own way ."
589,"Of course I 'm being a bit theatrical , but I just want to show that there is n't one method that rules over all others ."
590,"If you work hard on it , you probably will not only find out which learning methods and strategies suit you better , but you also will start to notice some universal principles about language learning ."
591,"The average language learner , who usually follows just one methods ( like many English teachers here in Brazil who have taught English using the same method for more than 20 years ) , will probably not learn these principles and , therefore , become kind of limited when it comes to how to learn a language ."
592,We had a very good time playing a chasing game in the water .
593,I 'm very happy to see that my daughter started to have more confidence in the water because she could n't put her face in the water before she went to swimming lessons .
594,She was even scared of getting a splash on her face when she had a shower .
595,Now she can do a headstand in the water !
596,"As her school will have swimming lessons starting soon , hopefully she will have no problem in the water and can enjoy swimming with others ."
597,I can tell the chlorine in the pool was very strong since a splash of the water hurt my eyes quite a bit .
598,"In addition to that , I felt really tired after getting out of the water although I had n't swum much ."
599,It is already December .
600,Did you enjoy every day so far ?
601,"If you go , you will not regret it ."
602,Study More English
603,"I want to know more English words , and I look words up with a dictionary ."
604,"I do n't know many English words and grammar and idioms and culture , etc . , , , , , I have no choice but to study English every day ."
605,That 's why I have to go to Canada . I want to go there ! ! !
606,"So , I dooooooo n't give up ! ! !"
607,I do n't lose myself !
608,"But I 'm Japanese , so my thinking of things is in Japanese . x ( I want to think things in English ."
609,Grammar is difficult for me . x ( I want to have confidence in my English .
